sample	CMS	phenotype	images.per.sample	cells.count.sum	cells.count.median	cells.count.mean	group	category
NIC12	CMS1	CD39+_CD8-_Tcells	3	215	45	71.6666666666667	T_cells	CD4+_T_cells
NIC13	CMS1	CD39+_CD8-_Tcells	3	141	36	47	T_cells	CD4+_T_cells
NIC15	CMS4	CD39+_CD8-_Tcells	3	395	138	131.666666666667	T_cells	CD4+_T_cells
NIC16	CMS2	CD39+_CD8-_Tcells	3	31	11	10.3333333333333	T_cells	CD4+_T_cells
NIC17	CMS2	CD39+_CD8-_Tcells	3	337	111	112.333333333333	T_cells	CD4+_T_cells
NIC18	CMS3	CD39+_CD8-_Tcells	3	196	76	65.3333333333333	T_cells	CD4+_T_cells
NIC19	CMS3	CD39+_CD8-_Tcells	2	70	35	35	T_cells	CD4+_T_cells
NIC20	CMS2	CD39+_CD8-_Tcells	2	62	31	31	T_cells	CD4+_T_cells
NIC21	CMS2	CD39+_CD8-_Tcells	1	10	10	10	T_cells	CD4+_T_cells
NIC22	CMS2	CD39+_CD8-_Tcells	3	186	51	62	T_cells	CD4+_T_cells
NIC23	CMS3	CD39+_CD8-_Tcells	3	35	5	11.6666666666667	T_cells	CD4+_T_cells
NIC24	CMS4	CD39+_CD8-_Tcells	3	542	149	180.666666666667	T_cells	CD4+_T_cells
NIC25	CMS4	CD39+_CD8-_Tcells	3	64	25	21.3333333333333	T_cells	CD4+_T_cells
NIC27	CMS2	CD39+_CD8-_Tcells	3	358	82	119.333333333333	T_cells	CD4+_T_cells
NIC29	CMS4	CD39+_CD8-_Tcells	3	454	130	151.333333333333	T_cells	CD4+_T_cells
NIC03	CMS4	CD39+_D2-40+_fibroblasts	3	248	88	82.6666666666667	Fibroblasts	CD39+_fibroblasts
NIC03	CMS4	CD39+_D2-40+_fibroblasts	3	248	88	82.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC04	CMS4	CD39+_D2-40+_fibroblasts	3	173	51	57.6666666666667	Fibroblasts	CD39+_fibroblasts
NIC04	CMS4	CD39+_D2-40+_fibroblasts	3	173	51	57.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC05	CMS2	CD39+_D2-40+_fibroblasts	2	15	7.5	7.5	Fibroblasts	CD39+_fibroblasts
NIC05	CMS2	CD39+_D2-40+_fibroblasts	2	15	7.5	7.5	Fibroblasts	D2-40+_fibroblasts
NIC06	CMS3	CD39+_D2-40+_fibroblasts	2	364	182	182	Fibroblasts	CD39+_fibroblasts
NIC06	CMS3	CD39+_D2-40+_fibroblasts	2	364	182	182	Fibroblasts	D2-40+_fibroblasts
NIC07	CMS2	CD39+_D2-40+_fibroblasts	3	107	29	35.6666666666667	Fibroblasts	CD39+_fibroblasts
NIC07	CMS2	CD39+_D2-40+_fibroblasts	3	107	29	35.6666666666667	Fibroblasts	D2-40+_fibroblasts
S52	CMS1	CD39+_D2-40+_fibroblasts	3	173	48	57.6666666666667	Fibroblasts	CD39+_fibroblasts
S52	CMS1	CD39+_D2-40+_fibroblasts	3	173	48	57.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC12	CMS1	CD39+_D2-40+_fibroblasts	3	327	48	109	Fibroblasts	CD39+_fibroblasts
NIC12	CMS1	CD39+_D2-40+_fibroblasts	3	327	48	109	Fibroblasts	D2-40+_fibroblasts
NIC13	CMS1	CD39+_D2-40+_fibroblasts	3	66	19	22	Fibroblasts	CD39+_fibroblasts
NIC13	CMS1	CD39+_D2-40+_fibroblasts	3	66	19	22	Fibroblasts	D2-40+_fibroblasts
NIC15	CMS4	CD39+_D2-40+_fibroblasts	3	1405	449	468.333333333333	Fibroblasts	CD39+_fibroblasts
NIC15	CMS4	CD39+_D2-40+_fibroblasts	3	1405	449	468.333333333333	Fibroblasts	D2-40+_fibroblasts
NIC16	CMS2	CD39+_D2-40+_fibroblasts	3	50	9	16.6666666666667	Fibroblasts	CD39+_fibroblasts
NIC16	CMS2	CD39+_D2-40+_fibroblasts	3	50	9	16.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC17	CMS2	CD39+_D2-40+_fibroblasts	3	339	107	113	Fibroblasts	CD39+_fibroblasts
NIC17	CMS2	CD39+_D2-40+_fibroblasts	3	339	107	113	Fibroblasts	D2-40+_fibroblasts
NIC18	CMS3	CD39+_D2-40+_fibroblasts	3	481	124	160.333333333333	Fibroblasts	CD39+_fibroblasts
NIC18	CMS3	CD39+_D2-40+_fibroblasts	3	481	124	160.333333333333	Fibroblasts	D2-40+_fibroblasts
NIC19	CMS3	CD39+_D2-40+_fibroblasts	2	195	97.5	97.5	Fibroblasts	CD39+_fibroblasts
NIC19	CMS3	CD39+_D2-40+_fibroblasts	2	195	97.5	97.5	Fibroblasts	D2-40+_fibroblasts
NIC20	CMS2	CD39+_D2-40+_fibroblasts	2	128	64	64	Fibroblasts	CD39+_fibroblasts
NIC20	CMS2	CD39+_D2-40+_fibroblasts	2	128	64	64	Fibroblasts	D2-40+_fibroblasts
NIC21	CMS2	CD39+_D2-40+_fibroblasts	1	113	113	113	Fibroblasts	CD39+_fibroblasts
NIC21	CMS2	CD39+_D2-40+_fibroblasts	1	113	113	113	Fibroblasts	D2-40+_fibroblasts
NIC22	CMS2	CD39+_D2-40+_fibroblasts	3	111	32	37	Fibroblasts	CD39+_fibroblasts
NIC22	CMS2	CD39+_D2-40+_fibroblasts	3	111	32	37	Fibroblasts	D2-40+_fibroblasts
NIC23	CMS3	CD39+_D2-40+_fibroblasts	3	62	25	20.6666666666667	Fibroblasts	CD39+_fibroblasts
NIC23	CMS3	CD39+_D2-40+_fibroblasts	3	62	25	20.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC24	CMS4	CD39+_D2-40+_fibroblasts	3	540	158	180	Fibroblasts	CD39+_fibroblasts
NIC24	CMS4	CD39+_D2-40+_fibroblasts	3	540	158	180	Fibroblasts	D2-40+_fibroblasts
NIC25	CMS4	CD39+_D2-40+_fibroblasts	3	739	274	246.333333333333	Fibroblasts	CD39+_fibroblasts
NIC25	CMS4	CD39+_D2-40+_fibroblasts	3	739	274	246.333333333333	Fibroblasts	D2-40+_fibroblasts
NIC27	CMS2	CD39+_D2-40+_fibroblasts	3	624	199	208	Fibroblasts	CD39+_fibroblasts
NIC27	CMS2	CD39+_D2-40+_fibroblasts	3	624	199	208	Fibroblasts	D2-40+_fibroblasts
NIC29	CMS4	CD39+_D2-40+_fibroblasts	3	1151	296	383.666666666667	Fibroblasts	CD39+_fibroblasts
NIC29	CMS4	CD39+_D2-40+_fibroblasts	3	1151	296	383.666666666667	Fibroblasts	D2-40+_fibroblasts
NIC03	CMS4	CD39+_vessels	3	63	26	21	Vessels	CD39+_vessels
NIC04	CMS4	CD39+_vessels	3	62	21	20.6666666666667	Vessels	CD39+_vessels
NIC05	CMS2	CD39+_vessels	2	45	22.5	22.5	Vessels	CD39+_vessels
NIC06	CMS3	CD39+_vessels	2	65	32.5	32.5	Vessels	CD39+_vessels
NIC07	CMS2	CD39+_vessels	3	124	47	41.3333333333333	Vessels	CD39+_vessels
S52	CMS1	CD39+_vessels	3	65	21	21.6666666666667	Vessels	CD39+_vessels
NIC12	CMS1	CD39+_vessels	3	103	33	34.3333333333333	Vessels	CD39+_vessels
NIC13	CMS1	CD39+_vessels	3	40	8	13.3333333333333	Vessels	CD39+_vessels
NIC15	CMS4	CD39+_vessels	3	222	72	74	Vessels	CD39+_vessels
NIC16	CMS2	CD39+_vessels	3	52	12	17.3333333333333	Vessels	CD39+_vessels
NIC17	CMS2	CD39+_vessels	3	184	63	61.3333333333333	Vessels	CD39+_vessels
NIC18	CMS3	CD39+_vessels	3	133	43	44.3333333333333	Vessels	CD39+_vessels
NIC19	CMS3	CD39+_vessels	2	164	82	82	Vessels	CD39+_vessels
NIC20	CMS2	CD39+_vessels	2	138	69	69	Vessels	CD39+_vessels
NIC21	CMS2	CD39+_vessels	1	93	93	93	Vessels	CD39+_vessels
NIC22	CMS2	CD39+_vessels	3	124	45	41.3333333333333	Vessels	CD39+_vessels
NIC23	CMS3	CD39+_vessels	3	34	2	11.3333333333333	Vessels	CD39+_vessels
NIC24	CMS4	CD39+_vessels	3	110	37	36.6666666666667	Vessels	CD39+_vessels
NIC25	CMS4	CD39+_vessels	3	173	56	57.6666666666667	Vessels	CD39+_vessels
NIC27	CMS2	CD39+_vessels	3	117	47	39	Vessels	CD39+_vessels
NIC29	CMS4	CD39+_vessels	3	161	54	53.6666666666667	Vessels	CD39+_vessels
NIC03	CMS4	CD4+_Tcells	3	257	86	85.6666666666667	T_cells	CD4+_T_cells
NIC04	CMS4	CD4+_Tcells	3	202	80	67.3333333333333	T_cells	CD4+_T_cells
NIC05	CMS2	CD4+_Tcells	2	140	70	70	T_cells	CD4+_T_cells
NIC06	CMS3	CD4+_Tcells	2	78	39	39	T_cells	CD4+_T_cells
NIC07	CMS2	CD4+_Tcells	3	213	63	71	T_cells	CD4+_T_cells
S52	CMS1	CD4+_Tcells	3	164	46	54.6666666666667	T_cells	CD4+_T_cells
NIC12	CMS1	CD4+_Tcells	3	280	62	93.3333333333333	T_cells	CD4+_T_cells
NIC13	CMS1	CD4+_Tcells	3	492	58	164	T_cells	CD4+_T_cells
NIC15	CMS4	CD4+_Tcells	3	277	82	92.3333333333333	T_cells	CD4+_T_cells
NIC16	CMS2	CD4+_Tcells	3	26	8	8.66666666666667	T_cells	CD4+_T_cells
NIC17	CMS2	CD4+_Tcells	3	675	234	225	T_cells	CD4+_T_cells
NIC18	CMS3	CD4+_Tcells	3	171	48	57	T_cells	CD4+_T_cells
NIC19	CMS3	CD4+_Tcells	2	35	17.5	17.5	T_cells	CD4+_T_cells
NIC20	CMS2	CD4+_Tcells	2	54	27	27	T_cells	CD4+_T_cells
NIC21	CMS2	CD4+_Tcells	1	62	62	62	T_cells	CD4+_T_cells
NIC22	CMS2	CD4+_Tcells	3	219	76	73	T_cells	CD4+_T_cells
NIC23	CMS3	CD4+_Tcells	3	89	4	29.6666666666667	T_cells	CD4+_T_cells
NIC24	CMS4	CD4+_Tcells	3	491	169	163.666666666667	T_cells	CD4+_T_cells
NIC25	CMS4	CD4+_Tcells	3	56	17	18.6666666666667	T_cells	CD4+_T_cells
NIC27	CMS2	CD4+_Tcells	3	333	109	111	T_cells	CD4+_T_cells
NIC29	CMS4	CD4+_Tcells	3	163	59	54.3333333333333	T_cells	CD4+_T_cells
NIC03	CMS4	CD45RO_undefined	3	17	4	5.66666666666667	Undefined	Undefined
NIC04	CMS4	CD45RO_undefined	3	30	9	10	Undefined	Undefined
NIC05	CMS2	CD45RO_undefined	2	15	7.5	7.5	Undefined	Undefined
NIC06	CMS3	CD45RO_undefined	2	13	6.5	6.5	Undefined	Undefined
NIC07	CMS2	CD45RO_undefined	3	74	29	24.6666666666667	Undefined	Undefined
S52	CMS1	CD45RO_undefined	3	32	10	10.6666666666667	Undefined	Undefined
NIC12	CMS1	CD45RO_undefined	3	71	2	23.6666666666667	Undefined	Undefined
NIC13	CMS1	CD45RO_undefined	3	355	106	118.333333333333	Undefined	Undefined
NIC15	CMS4	CD45RO_undefined	3	10	4	3.33333333333333	Undefined	Undefined
NIC16	CMS2	CD45RO_undefined	3	5	2	1.66666666666667	Undefined	Undefined
NIC17	CMS2	CD45RO_undefined	3	91	16	30.3333333333333	Undefined	Undefined
NIC18	CMS3	CD45RO_undefined	3	111	25	37	Undefined	Undefined
NIC19	CMS3	CD45RO_undefined	2	9	4.5	4.5	Undefined	Undefined
NIC20	CMS2	CD45RO_undefined	2	32	16	16	Undefined	Undefined
NIC21	CMS2	CD45RO_undefined	1	94	94	94	Undefined	Undefined
NIC22	CMS2	CD45RO_undefined	3	4	0	1.33333333333333	Undefined	Undefined
NIC23	CMS3	CD45RO_undefined	3	40	4	13.3333333333333	Undefined	Undefined
NIC24	CMS4	CD45RO_undefined	3	92	32	30.6666666666667	Undefined	Undefined
NIC25	CMS4	CD45RO_undefined	3	75	15	25	Undefined	Undefined
NIC27	CMS2	CD45RO_undefined	3	76	21	25.3333333333333	Undefined	Undefined
NIC29	CMS4	CD45RO_undefined	3	28	10	9.33333333333333	Undefined	Undefined
NIC03	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	35	17	11.6666666666667	Fibroblasts	CD39+_fibroblasts
NIC03	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	35	17	11.6666666666667	Fibroblasts	CD56+_fibroblasts
NIC03	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	35	17	11.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC04	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	46	20	15.3333333333333	Fibroblasts	CD39+_fibroblasts
NIC04	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	46	20	15.3333333333333	Fibroblasts	CD56+_fibroblasts
NIC04	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	46	20	15.3333333333333	Fibroblasts	D2-40+_fibroblasts
NIC05	CMS2	CD56+_CD39+_D2-40+_fibroblasts	2	29	14.5	14.5	Fibroblasts	CD39+_fibroblasts
NIC05	CMS2	CD56+_CD39+_D2-40+_fibroblasts	2	29	14.5	14.5	Fibroblasts	CD56+_fibroblasts
NIC05	CMS2	CD56+_CD39+_D2-40+_fibroblasts	2	29	14.5	14.5	Fibroblasts	D2-40+_fibroblasts
NIC06	CMS3	CD56+_CD39+_D2-40+_fibroblasts	2	45	22.5	22.5	Fibroblasts	CD39+_fibroblasts
NIC06	CMS3	CD56+_CD39+_D2-40+_fibroblasts	2	45	22.5	22.5	Fibroblasts	CD56+_fibroblasts
NIC06	CMS3	CD56+_CD39+_D2-40+_fibroblasts	2	45	22.5	22.5	Fibroblasts	D2-40+_fibroblasts
NIC07	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	81	25	27	Fibroblasts	CD39+_fibroblasts
NIC07	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	81	25	27	Fibroblasts	CD56+_fibroblasts
NIC07	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	81	25	27	Fibroblasts	D2-40+_fibroblasts
S52	CMS1	CD56+_CD39+_D2-40+_fibroblasts	3	0	0	0	Fibroblasts	CD39+_fibroblasts
S52	CMS1	CD56+_CD39+_D2-40+_fibroblasts	3	0	0	0	Fibroblasts	CD56+_fibroblasts
S52	CMS1	CD56+_CD39+_D2-40+_fibroblasts	3	0	0	0	Fibroblasts	D2-40+_fibroblasts
NIC12	CMS1	CD56+_CD39+_D2-40+_fibroblasts	3	217	7	72.3333333333333	Fibroblasts	CD39+_fibroblasts
NIC12	CMS1	CD56+_CD39+_D2-40+_fibroblasts	3	217	7	72.3333333333333	Fibroblasts	CD56+_fibroblasts
NIC12	CMS1	CD56+_CD39+_D2-40+_fibroblasts	3	217	7	72.3333333333333	Fibroblasts	D2-40+_fibroblasts
NIC13	CMS1	CD56+_CD39+_D2-40+_fibroblasts	3	5	2	1.66666666666667	Fibroblasts	CD39+_fibroblasts
NIC13	CMS1	CD56+_CD39+_D2-40+_fibroblasts	3	5	2	1.66666666666667	Fibroblasts	CD56+_fibroblasts
NIC13	CMS1	CD56+_CD39+_D2-40+_fibroblasts	3	5	2	1.66666666666667	Fibroblasts	D2-40+_fibroblasts
NIC15	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	294	97	98	Fibroblasts	CD39+_fibroblasts
NIC15	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	294	97	98	Fibroblasts	CD56+_fibroblasts
NIC15	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	294	97	98	Fibroblasts	D2-40+_fibroblasts
NIC16	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	3	1	1	Fibroblasts	CD39+_fibroblasts
NIC16	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	3	1	1	Fibroblasts	CD56+_fibroblasts
NIC16	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	3	1	1	Fibroblasts	D2-40+_fibroblasts
NIC17	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	32	7	10.6666666666667	Fibroblasts	CD39+_fibroblasts
NIC17	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	32	7	10.6666666666667	Fibroblasts	CD56+_fibroblasts
NIC17	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	32	7	10.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC18	CMS3	CD56+_CD39+_D2-40+_fibroblasts	3	73	25	24.3333333333333	Fibroblasts	CD39+_fibroblasts
NIC18	CMS3	CD56+_CD39+_D2-40+_fibroblasts	3	73	25	24.3333333333333	Fibroblasts	CD56+_fibroblasts
NIC18	CMS3	CD56+_CD39+_D2-40+_fibroblasts	3	73	25	24.3333333333333	Fibroblasts	D2-40+_fibroblasts
NIC19	CMS3	CD56+_CD39+_D2-40+_fibroblasts	2	9	4.5	4.5	Fibroblasts	CD39+_fibroblasts
NIC19	CMS3	CD56+_CD39+_D2-40+_fibroblasts	2	9	4.5	4.5	Fibroblasts	CD56+_fibroblasts
NIC19	CMS3	CD56+_CD39+_D2-40+_fibroblasts	2	9	4.5	4.5	Fibroblasts	D2-40+_fibroblasts
NIC20	CMS2	CD56+_CD39+_D2-40+_fibroblasts	2	20	10	10	Fibroblasts	CD39+_fibroblasts
NIC20	CMS2	CD56+_CD39+_D2-40+_fibroblasts	2	20	10	10	Fibroblasts	CD56+_fibroblasts
NIC20	CMS2	CD56+_CD39+_D2-40+_fibroblasts	2	20	10	10	Fibroblasts	D2-40+_fibroblasts
NIC21	CMS2	CD56+_CD39+_D2-40+_fibroblasts	1	1	1	1	Fibroblasts	CD39+_fibroblasts
NIC21	CMS2	CD56+_CD39+_D2-40+_fibroblasts	1	1	1	1	Fibroblasts	CD56+_fibroblasts
NIC21	CMS2	CD56+_CD39+_D2-40+_fibroblasts	1	1	1	1	Fibroblasts	D2-40+_fibroblasts
NIC22	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	3	1	1	Fibroblasts	CD39+_fibroblasts
NIC22	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	3	1	1	Fibroblasts	CD56+_fibroblasts
NIC22	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	3	1	1	Fibroblasts	D2-40+_fibroblasts
NIC23	CMS3	CD56+_CD39+_D2-40+_fibroblasts	3	4	1	1.33333333333333	Fibroblasts	CD39+_fibroblasts
NIC23	CMS3	CD56+_CD39+_D2-40+_fibroblasts	3	4	1	1.33333333333333	Fibroblasts	CD56+_fibroblasts
NIC23	CMS3	CD56+_CD39+_D2-40+_fibroblasts	3	4	1	1.33333333333333	Fibroblasts	D2-40+_fibroblasts
NIC24	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	27	7	9	Fibroblasts	CD39+_fibroblasts
NIC24	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	27	7	9	Fibroblasts	CD56+_fibroblasts
NIC24	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	27	7	9	Fibroblasts	D2-40+_fibroblasts
NIC25	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	48	8	16	Fibroblasts	CD39+_fibroblasts
NIC25	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	48	8	16	Fibroblasts	CD56+_fibroblasts
NIC25	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	48	8	16	Fibroblasts	D2-40+_fibroblasts
NIC27	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	23	6	7.66666666666667	Fibroblasts	CD39+_fibroblasts
NIC27	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	23	6	7.66666666666667	Fibroblasts	CD56+_fibroblasts
NIC27	CMS2	CD56+_CD39+_D2-40+_fibroblasts	3	23	6	7.66666666666667	Fibroblasts	D2-40+_fibroblasts
NIC29	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	35	13	11.6666666666667	Fibroblasts	CD39+_fibroblasts
NIC29	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	35	13	11.6666666666667	Fibroblasts	CD56+_fibroblasts
NIC29	CMS4	CD56+_CD39+_D2-40+_fibroblasts	3	35	13	11.6666666666667	Fibroblasts	D2-40+_fibroblasts
NIC03	CMS4	CD56+_D2-40+_cells	3	10	1	3.33333333333333	Undefined	Undefined
NIC04	CMS4	CD56+_D2-40+_cells	3	70	29	23.3333333333333	Undefined	Undefined
NIC05	CMS2	CD56+_D2-40+_cells	2	60	30	30	Undefined	Undefined
NIC06	CMS3	CD56+_D2-40+_cells	2	64	32	32	Undefined	Undefined
NIC07	CMS2	CD56+_D2-40+_cells	3	107	39	35.6666666666667	Undefined	Undefined
S52	CMS1	CD56+_D2-40+_cells	3	4	2	1.33333333333333	Undefined	Undefined
NIC12	CMS1	CD56+_D2-40+_cells	3	40	10	13.3333333333333	Undefined	Undefined
NIC13	CMS1	CD56+_D2-40+_cells	3	56	4	18.6666666666667	Undefined	Undefined
NIC15	CMS4	CD56+_D2-40+_cells	3	225	76	75	Undefined	Undefined
NIC16	CMS2	CD56+_D2-40+_cells	3	2	1	0.666666666666667	Undefined	Undefined
NIC17	CMS2	CD56+_D2-40+_cells	3	25	7	8.33333333333333	Undefined	Undefined
NIC18	CMS3	CD56+_D2-40+_cells	3	97	38	32.3333333333333	Undefined	Undefined
NIC19	CMS3	CD56+_D2-40+_cells	2	26	13	13	Undefined	Undefined
NIC20	CMS2	CD56+_D2-40+_cells	2	17	8.5	8.5	Undefined	Undefined
NIC21	CMS2	CD56+_D2-40+_cells	1	1	1	1	Undefined	Undefined
NIC22	CMS2	CD56+_D2-40+_cells	3	11	4	3.66666666666667	Undefined	Undefined
NIC23	CMS3	CD56+_D2-40+_cells	3	1	0	0.333333333333333	Undefined	Undefined
NIC24	CMS4	CD56+_D2-40+_cells	3	6	0	2	Undefined	Undefined
NIC25	CMS4	CD56+_D2-40+_cells	3	0	0	0	Undefined	Undefined
NIC27	CMS2	CD56+_D2-40+_cells	3	32	5	10.6666666666667	Undefined	Undefined
NIC29	CMS4	CD56+_D2-40+_cells	3	12	4	4	Undefined	Undefined
NIC03	CMS4	CD57+_CD8-_Tcells	3	49	15	16.3333333333333	T_cells	CD4+_T_cells
NIC04	CMS4	CD57+_CD8-_Tcells	3	124	31	41.3333333333333	T_cells	CD4+_T_cells
NIC05	CMS2	CD57+_CD8-_Tcells	2	115	57.5	57.5	T_cells	CD4+_T_cells
NIC06	CMS3	CD57+_CD8-_Tcells	2	77	38.5	38.5	T_cells	CD4+_T_cells
NIC07	CMS2	CD57+_CD8-_Tcells	3	168	56	56	T_cells	CD4+_T_cells
S52	CMS1	CD57+_CD8-_Tcells	3	93	20	31	T_cells	CD4+_T_cells
NIC12	CMS1	CD57+_CD8-_Tcells	3	134	9	44.6666666666667	T_cells	CD4+_T_cells
NIC13	CMS1	CD57+_CD8-_Tcells	3	184	38	61.3333333333333	T_cells	CD4+_T_cells
NIC15	CMS4	CD57+_CD8-_Tcells	3	225	75	75	T_cells	CD4+_T_cells
NIC16	CMS2	CD57+_CD8-_Tcells	3	52	18	17.3333333333333	T_cells	CD4+_T_cells
NIC17	CMS2	CD57+_CD8-_Tcells	3	356	109	118.666666666667	T_cells	CD4+_T_cells
NIC18	CMS3	CD57+_CD8-_Tcells	3	40	11	13.3333333333333	T_cells	CD4+_T_cells
NIC19	CMS3	CD57+_CD8-_Tcells	2	30	15	15	T_cells	CD4+_T_cells
NIC20	CMS2	CD57+_CD8-_Tcells	2	14	7	7	T_cells	CD4+_T_cells
NIC21	CMS2	CD57+_CD8-_Tcells	1	4	4	4	T_cells	CD4+_T_cells
NIC22	CMS2	CD57+_CD8-_Tcells	3	46	14	15.3333333333333	T_cells	CD4+_T_cells
NIC23	CMS3	CD57+_CD8-_Tcells	3	122	5	40.6666666666667	T_cells	CD4+_T_cells
NIC24	CMS4	CD57+_CD8-_Tcells	3	106	29	35.3333333333333	T_cells	CD4+_T_cells
NIC25	CMS4	CD57+_CD8-_Tcells	3	30	12	10	T_cells	CD4+_T_cells
NIC27	CMS2	CD57+_CD8-_Tcells	3	184	56	61.3333333333333	T_cells	CD4+_T_cells
NIC29	CMS4	CD57+_CD8-_Tcells	3	198	76	66	T_cells	CD4+_T_cells
NIC03	CMS4	CD57+_CD8+_Tcells	3	5	2	1.66666666666667	T_cells	CD8+_T_cells
NIC04	CMS4	CD57+_CD8+_Tcells	3	5	1	1.66666666666667	T_cells	CD8+_T_cells
NIC05	CMS2	CD57+_CD8+_Tcells	2	3	1.5	1.5	T_cells	CD8+_T_cells
NIC06	CMS3	CD57+_CD8+_Tcells	2	5	2.5	2.5	T_cells	CD8+_T_cells
NIC07	CMS2	CD57+_CD8+_Tcells	3	3	1	1	T_cells	CD8+_T_cells
S52	CMS1	CD57+_CD8+_Tcells	3	4	1	1.33333333333333	T_cells	CD8+_T_cells
NIC12	CMS1	CD57+_CD8+_Tcells	3	4	2	1.33333333333333	T_cells	CD8+_T_cells
NIC13	CMS1	CD57+_CD8+_Tcells	3	10	3	3.33333333333333	T_cells	CD8+_T_cells
NIC15	CMS4	CD57+_CD8+_Tcells	3	5	2	1.66666666666667	T_cells	CD8+_T_cells
NIC16	CMS2	CD57+_CD8+_Tcells	3	0	0	0	T_cells	CD8+_T_cells
NIC17	CMS2	CD57+_CD8+_Tcells	3	18	6	6	T_cells	CD8+_T_cells
NIC18	CMS3	CD57+_CD8+_Tcells	3	1	0	0.333333333333333	T_cells	CD8+_T_cells
NIC19	CMS3	CD57+_CD8+_Tcells	2	0	0	0	T_cells	CD8+_T_cells
NIC20	CMS2	CD57+_CD8+_Tcells	2	0	0	0	T_cells	CD8+_T_cells
NIC21	CMS2	CD57+_CD8+_Tcells	1	1	1	1	T_cells	CD8+_T_cells
NIC22	CMS2	CD57+_CD8+_Tcells	3	3	1	1	T_cells	CD8+_T_cells
NIC23	CMS3	CD57+_CD8+_Tcells	3	3	0	1	T_cells	CD8+_T_cells
NIC24	CMS4	CD57+_CD8+_Tcells	3	18	5	6	T_cells	CD8+_T_cells
NIC25	CMS4	CD57+_CD8+_Tcells	3	0	0	0	T_cells	CD8+_T_cells
NIC27	CMS2	CD57+_CD8+_Tcells	3	13	1	4.33333333333333	T_cells	CD8+_T_cells
NIC29	CMS4	CD57+_CD8+_Tcells	3	2	0	0.666666666666667	T_cells	CD8+_T_cells
NIC03	CMS4	CD57+_D2-40+_fibroblasts	3	10	2	3.33333333333333	Fibroblasts	CD57+_fibroblasts
NIC03	CMS4	CD57+_D2-40+_fibroblasts	3	10	2	3.33333333333333	Fibroblasts	D2-40+_fibroblasts
NIC04	CMS4	CD57+_D2-40+_fibroblasts	3	262	103	87.3333333333333	Fibroblasts	CD57+_fibroblasts
NIC04	CMS4	CD57+_D2-40+_fibroblasts	3	262	103	87.3333333333333	Fibroblasts	D2-40+_fibroblasts
NIC05	CMS2	CD57+_D2-40+_fibroblasts	2	176	88	88	Fibroblasts	CD57+_fibroblasts
NIC05	CMS2	CD57+_D2-40+_fibroblasts	2	176	88	88	Fibroblasts	D2-40+_fibroblasts
NIC06	CMS3	CD57+_D2-40+_fibroblasts	2	198	99	99	Fibroblasts	CD57+_fibroblasts
NIC06	CMS3	CD57+_D2-40+_fibroblasts	2	198	99	99	Fibroblasts	D2-40+_fibroblasts
NIC07	CMS2	CD57+_D2-40+_fibroblasts	3	375	155	125	Fibroblasts	CD57+_fibroblasts
NIC07	CMS2	CD57+_D2-40+_fibroblasts	3	375	155	125	Fibroblasts	D2-40+_fibroblasts
S52	CMS1	CD57+_D2-40+_fibroblasts	3	12	4	4	Fibroblasts	CD57+_fibroblasts
S52	CMS1	CD57+_D2-40+_fibroblasts	3	12	4	4	Fibroblasts	D2-40+_fibroblasts
