sample	CMS	phenotype	images.per.sample	cells.count.sum	cells.count.median	cells.count.mean	group	category
NIC13	CMS1	TGFb+_fibroblasts	3	212	40	70.6666666666667	Fibroblasts	TGFB+_fibroblasts
NIC15	CMS4	TGFb+_fibroblasts	3	119	21	39.6666666666667	Fibroblasts	TGFB+_fibroblasts
NIC16	CMS2	TGFb+_fibroblasts	3	81	29	27	Fibroblasts	TGFB+_fibroblasts
NIC17	CMS2	TGFb+_fibroblasts	3	115	35	38.3333333333333	Fibroblasts	TGFB+_fibroblasts
NIC18	CMS3	TGFb+_fibroblasts	3	208	75	69.3333333333333	Fibroblasts	TGFB+_fibroblasts
NIC19	CMS3	TGFb+_fibroblasts	2	26	13	13	Fibroblasts	TGFB+_fibroblasts
NIC20	CMS2	TGFb+_fibroblasts	2	30	15	15	Fibroblasts	TGFB+_fibroblasts
NIC21	CMS2	TGFb+_fibroblasts	1	104	104	104	Fibroblasts	TGFB+_fibroblasts
NIC22	CMS2	TGFb+_fibroblasts	3	36	12	12	Fibroblasts	TGFB+_fibroblasts
NIC23	CMS3	TGFb+_fibroblasts	3	104	16	34.6666666666667	Fibroblasts	TGFB+_fibroblasts
NIC24	CMS4	TGFb+_fibroblasts	3	102	37	34	Fibroblasts	TGFB+_fibroblasts
NIC25	CMS4	TGFb+_fibroblasts	3	656	245	218.666666666667	Fibroblasts	TGFB+_fibroblasts
NIC27	CMS2	TGFb+_fibroblasts	3	627	220	209	Fibroblasts	TGFB+_fibroblasts
NIC29	CMS4	TGFb+_fibroblasts	3	43	10	14.3333333333333	Fibroblasts	TGFB+_fibroblasts
NIC03	CMS4	TGFb+_granulocytes	3	6	1	2	Granulocytes	Granulocytes
NIC04	CMS4	TGFb+_granulocytes	3	32	12	10.6666666666667	Granulocytes	Granulocytes
NIC05	CMS2	TGFb+_granulocytes	2	11	5.5	5.5	Granulocytes	Granulocytes
NIC06	CMS3	TGFb+_granulocytes	2	27	13.5	13.5	Granulocytes	Granulocytes
NIC07	CMS2	TGFb+_granulocytes	3	46	18	15.3333333333333	Granulocytes	Granulocytes
S52	CMS1	TGFb+_granulocytes	3	38	11	12.6666666666667	Granulocytes	Granulocytes
NIC12	CMS1	TGFb+_granulocytes	3	51	20	17	Granulocytes	Granulocytes
NIC13	CMS1	TGFb+_granulocytes	3	2019	75	673	Granulocytes	Granulocytes
NIC15	CMS4	TGFb+_granulocytes	3	115	13	38.3333333333333	Granulocytes	Granulocytes
NIC16	CMS2	TGFb+_granulocytes	3	17	6	5.66666666666667	Granulocytes	Granulocytes
NIC17	CMS2	TGFb+_granulocytes	3	11	3	3.66666666666667	Granulocytes	Granulocytes
NIC18	CMS3	TGFb+_granulocytes	3	213	86	71	Granulocytes	Granulocytes
NIC19	CMS3	TGFb+_granulocytes	2	6	3	3	Granulocytes	Granulocytes
NIC20	CMS2	TGFb+_granulocytes	2	3	1.5	1.5	Granulocytes	Granulocytes
NIC21	CMS2	TGFb+_granulocytes	1	129	129	129	Granulocytes	Granulocytes
NIC22	CMS2	TGFb+_granulocytes	3	40	1	13.3333333333333	Granulocytes	Granulocytes
NIC23	CMS3	TGFb+_granulocytes	3	25	5	8.33333333333333	Granulocytes	Granulocytes
NIC24	CMS4	TGFb+_granulocytes	3	67	27	22.3333333333333	Granulocytes	Granulocytes
NIC25	CMS4	TGFb+_granulocytes	3	50	21	16.6666666666667	Granulocytes	Granulocytes
NIC27	CMS2	TGFb+_granulocytes	3	229	98	76.3333333333333	Granulocytes	Granulocytes
NIC29	CMS4	TGFb+_granulocytes	3	2	1	0.666666666666667	Granulocytes	Granulocytes
NIC03	CMS4	TGFb+_monocytes	3	86	25	28.6666666666667	Monocytes	Monocytes
NIC04	CMS4	TGFb+_monocytes	3	55	15	18.3333333333333	Monocytes	Monocytes
NIC05	CMS2	TGFb+_monocytes	2	52	26	26	Monocytes	Monocytes
NIC06	CMS3	TGFb+_monocytes	2	83	41.5	41.5	Monocytes	Monocytes
NIC07	CMS2	TGFb+_monocytes	3	31	13	10.3333333333333	Monocytes	Monocytes
S52	CMS1	TGFb+_monocytes	3	112	41	37.3333333333333	Monocytes	Monocytes
NIC12	CMS1	TGFb+_monocytes	3	57	11	19	Monocytes	Monocytes
NIC13	CMS1	TGFb+_monocytes	3	84	27	28	Monocytes	Monocytes
NIC15	CMS4	TGFb+_monocytes	3	25	9	8.33333333333333	Monocytes	Monocytes
NIC16	CMS2	TGFb+_monocytes	3	36	9	12	Monocytes	Monocytes
NIC17	CMS2	TGFb+_monocytes	3	96	32	32	Monocytes	Monocytes
NIC18	CMS3	TGFb+_monocytes	3	151	51	50.3333333333333	Monocytes	Monocytes
NIC19	CMS3	TGFb+_monocytes	2	32	16	16	Monocytes	Monocytes
NIC20	CMS2	TGFb+_monocytes	2	15	7.5	7.5	Monocytes	Monocytes
NIC21	CMS2	TGFb+_monocytes	1	63	63	63	Monocytes	Monocytes
NIC22	CMS2	TGFb+_monocytes	3	43	15	14.3333333333333	Monocytes	Monocytes
NIC23	CMS3	TGFb+_monocytes	3	20	7	6.66666666666667	Monocytes	Monocytes
NIC24	CMS4	TGFb+_monocytes	3	121	38	40.3333333333333	Monocytes	Monocytes
NIC25	CMS4	TGFb+_monocytes	3	171	71	57	Monocytes	Monocytes
NIC27	CMS2	TGFb+_monocytes	3	451	124	150.333333333333	Monocytes	Monocytes
NIC29	CMS4	TGFb+_monocytes	3	13	4	4.33333333333333	Monocytes	Monocytes
NIC03	CMS4	TGFb+_tum	3	59	16	19.6666666666667	Tumour_cells	TGFB+_tumour_cells
NIC04	CMS4	TGFb+_tum	3	31	12	10.3333333333333	Tumour_cells	TGFB+_tumour_cells
NIC05	CMS2	TGFb+_tum	2	38	19	19	Tumour_cells	TGFB+_tumour_cells
NIC06	CMS3	TGFb+_tum	2	64	32	32	Tumour_cells	TGFB+_tumour_cells
NIC07	CMS2	TGFb+_tum	3	32	12	10.6666666666667	Tumour_cells	TGFB+_tumour_cells
S52	CMS1	TGFb+_tum	3	30	6	10	Tumour_cells	TGFB+_tumour_cells
NIC12	CMS1	TGFb+_tum	3	29	3	9.66666666666667	Tumour_cells	TGFB+_tumour_cells
NIC13	CMS1	TGFb+_tum	3	271	11	90.3333333333333	Tumour_cells	TGFB+_tumour_cells
NIC15	CMS4	TGFb+_tum	3	395	81	131.666666666667	Tumour_cells	TGFB+_tumour_cells
NIC16	CMS2	TGFb+_tum	3	86	37	28.6666666666667	Tumour_cells	TGFB+_tumour_cells
NIC17	CMS2	TGFb+_tum	3	18	4	6	Tumour_cells	TGFB+_tumour_cells
NIC18	CMS3	TGFb+_tum	3	169	7	56.3333333333333	Tumour_cells	TGFB+_tumour_cells
NIC19	CMS3	TGFb+_tum	2	141	70.5	70.5	Tumour_cells	TGFB+_tumour_cells
NIC20	CMS2	TGFb+_tum	2	94	47	47	Tumour_cells	TGFB+_tumour_cells
NIC21	CMS2	TGFb+_tum	1	108	108	108	Tumour_cells	TGFB+_tumour_cells
NIC22	CMS2	TGFb+_tum	3	15	3	5	Tumour_cells	TGFB+_tumour_cells
NIC23	CMS3	TGFb+_tum	3	15	5	5	Tumour_cells	TGFB+_tumour_cells
NIC24	CMS4	TGFb+_tum	3	38	4	12.6666666666667	Tumour_cells	TGFB+_tumour_cells
NIC25	CMS4	TGFb+_tum	3	198	78	66	Tumour_cells	TGFB+_tumour_cells
NIC27	CMS2	TGFb+_tum	3	61	25	20.3333333333333	Tumour_cells	TGFB+_tumour_cells
NIC29	CMS4	TGFb+_tum	3	61	24	20.3333333333333	Tumour_cells	TGFB+_tumour_cells
NIC03	CMS4	TGFb+_vessels	3	160	54	53.3333333333333	Vessels	TGFb+_vessels
NIC04	CMS4	TGFb+_vessels	3	242	69	80.6666666666667	Vessels	TGFb+_vessels
NIC05	CMS2	TGFb+_vessels	2	191	95.5	95.5	Vessels	TGFb+_vessels
NIC06	CMS3	TGFb+_vessels	2	212	106	106	Vessels	TGFb+_vessels
NIC07	CMS2	TGFb+_vessels	3	253	96	84.3333333333333	Vessels	TGFb+_vessels
S52	CMS1	TGFb+_vessels	3	183	64	61	Vessels	TGFb+_vessels
NIC12	CMS1	TGFb+_vessels	3	133	32	44.3333333333333	Vessels	TGFb+_vessels
NIC13	CMS1	TGFb+_vessels	3	149	22	49.6666666666667	Vessels	TGFb+_vessels
NIC15	CMS4	TGFb+_vessels	3	199	73	66.3333333333333	Vessels	TGFb+_vessels
NIC16	CMS2	TGFb+_vessels	3	145	44	48.3333333333333	Vessels	TGFb+_vessels
NIC17	CMS2	TGFb+_vessels	3	256	86	85.3333333333333	Vessels	TGFb+_vessels
NIC18	CMS3	TGFb+_vessels	3	413	132	137.666666666667	Vessels	TGFb+_vessels
NIC19	CMS3	TGFb+_vessels	2	67	33.5	33.5	Vessels	TGFb+_vessels
NIC20	CMS2	TGFb+_vessels	2	155	77.5	77.5	Vessels	TGFb+_vessels
NIC21	CMS2	TGFb+_vessels	1	210	210	210	Vessels	TGFb+_vessels
NIC22	CMS2	TGFb+_vessels	3	88	25	29.3333333333333	Vessels	TGFb+_vessels
NIC23	CMS3	TGFb+_vessels	3	188	35	62.6666666666667	Vessels	TGFb+_vessels
NIC24	CMS4	TGFb+_vessels	3	164	50	54.6666666666667	Vessels	TGFb+_vessels
NIC25	CMS4	TGFb+_vessels	3	117	38	39	Vessels	TGFb+_vessels
NIC27	CMS2	TGFb+_vessels	3	515	198	171.666666666667	Vessels	TGFb+_vessels
NIC29	CMS4	TGFb+_vessels	3	137	43	45.6666666666667	Vessels	TGFb+_vessels
NIC03	CMS4	Tum	3	419	157	139.666666666667	Tumour_cells	Tumour_cells
NIC04	CMS4	Tum	3	561	106	187	Tumour_cells	Tumour_cells
NIC05	CMS2	Tum	2	112	56	56	Tumour_cells	Tumour_cells
NIC06	CMS3	Tum	2	188	94	94	Tumour_cells	Tumour_cells
NIC07	CMS2	Tum	3	107	36	35.6666666666667	Tumour_cells	Tumour_cells
S52	CMS1	Tum	3	211	61	70.3333333333333	Tumour_cells	Tumour_cells
NIC12	CMS1	Tum	3	115	34	38.3333333333333	Tumour_cells	Tumour_cells
NIC13	CMS1	Tum	3	499	212	166.333333333333	Tumour_cells	Tumour_cells
NIC15	CMS4	Tum	3	238	66	79.3333333333333	Tumour_cells	Tumour_cells
NIC16	CMS2	Tum	3	478	145	159.333333333333	Tumour_cells	Tumour_cells
NIC17	CMS2	Tum	3	345	113	115	Tumour_cells	Tumour_cells
NIC18	CMS3	Tum	3	567	165	189	Tumour_cells	Tumour_cells
NIC19	CMS3	Tum	2	161	80.5	80.5	Tumour_cells	Tumour_cells
NIC20	CMS2	Tum	2	798	399	399	Tumour_cells	Tumour_cells
NIC21	CMS2	Tum	1	68	68	68	Tumour_cells	Tumour_cells
NIC22	CMS2	Tum	3	456	124	152	Tumour_cells	Tumour_cells
NIC23	CMS3	Tum	3	389	130	129.666666666667	Tumour_cells	Tumour_cells
NIC24	CMS4	Tum	3	317	91	105.666666666667	Tumour_cells	Tumour_cells
NIC25	CMS4	Tum	3	1050	314	350	Tumour_cells	Tumour_cells
NIC27	CMS2	Tum	3	966	370	322	Tumour_cells	Tumour_cells
NIC29	CMS4	Tum	3	264	60	88	Tumour_cells	Tumour_cells
NIC03	CMS4	Vessels	3	164	51	54.6666666666667	Vessels	Vessels
NIC04	CMS4	Vessels	3	331	94	110.333333333333	Vessels	Vessels
NIC05	CMS2	Vessels	2	179	89.5	89.5	Vessels	Vessels
NIC06	CMS3	Vessels	2	136	68	68	Vessels	Vessels
NIC07	CMS2	Vessels	3	348	128	116	Vessels	Vessels
S52	CMS1	Vessels	3	157	61	52.3333333333333	Vessels	Vessels
NIC12	CMS1	Vessels	3	240	47	80	Vessels	Vessels
NIC13	CMS1	Vessels	3	226	58	75.3333333333333	Vessels	Vessels
NIC15	CMS4	Vessels	3	599	236	199.666666666667	Vessels	Vessels
NIC16	CMS2	Vessels	3	120	44	40	Vessels	Vessels
NIC17	CMS2	Vessels	3	345	114	115	Vessels	Vessels
NIC18	CMS3	Vessels	3	155	52	51.6666666666667	Vessels	Vessels
NIC19	CMS3	Vessels	2	61	30.5	30.5	Vessels	Vessels
NIC20	CMS2	Vessels	2	87	43.5	43.5	Vessels	Vessels
NIC21	CMS2	Vessels	1	313	313	313	Vessels	Vessels
NIC22	CMS2	Vessels	3	88	26	29.3333333333333	Vessels	Vessels
NIC23	CMS3	Vessels	3	105	36	35	Vessels	Vessels
NIC24	CMS4	Vessels	3	215	73	71.6666666666667	Vessels	Vessels
NIC25	CMS4	Vessels	3	256	81	85.3333333333333	Vessels	Vessels
NIC27	CMS2	Vessels	3	361	116	120.333333333333	Vessels	Vessels
NIC29	CMS4	Vessels	3	327	88	109	Vessels	Vessels
NIC03	CMS4	VISTA+_CD31+_CD38+_cells	3	381	139	127	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC04	CMS4	VISTA+_CD31+_CD38+_cells	3	38	4	12.6666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC05	CMS2	VISTA+_CD31+_CD38+_cells	2	2	1	1	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC06	CMS3	VISTA+_CD31+_CD38+_cells	2	8	4	4	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC07	CMS2	VISTA+_CD31+_CD38+_cells	3	7	3	2.33333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
S52	CMS1	VISTA+_CD31+_CD38+_cells	3	23	10	7.66666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC12	CMS1	VISTA+_CD31+_CD38+_cells	3	69	32	23	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC13	CMS1	VISTA+_CD31+_CD38+_cells	3	74	5	24.6666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC15	CMS4	VISTA+_CD31+_CD38+_cells	3	58	18	19.3333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC16	CMS2	VISTA+_CD31+_CD38+_cells	3	11	1	3.66666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC17	CMS2	VISTA+_CD31+_CD38+_cells	3	6	1	2	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC18	CMS3	VISTA+_CD31+_CD38+_cells	3	1	0	0.333333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC19	CMS3	VISTA+_CD31+_CD38+_cells	2	2	1	1	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC20	CMS2	VISTA+_CD31+_CD38+_cells	2	0	0	0	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC21	CMS2	VISTA+_CD31+_CD38+_cells	1	0	0	0	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC22	CMS2	VISTA+_CD31+_CD38+_cells	3	63	18	21	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC23	CMS3	VISTA+_CD31+_CD38+_cells	3	1	0	0.333333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC24	CMS4	VISTA+_CD31+_CD38+_cells	3	34	10	11.3333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC25	CMS4	VISTA+_CD31+_CD38+_cells	3	0	0	0	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC27	CMS2	VISTA+_CD31+_CD38+_cells	3	57	10	19	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC29	CMS4	VISTA+_CD31+_CD38+_cells	3	4	1	1.33333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC03	CMS4	VISTA+_monocytes	3	56	20	18.6666666666667	Monocytes	Monocytes
NIC04	CMS4	VISTA+_monocytes	3	101	32	33.6666666666667	Monocytes	Monocytes
NIC05	CMS2	VISTA+_monocytes	2	121	60.5	60.5	Monocytes	Monocytes
NIC06	CMS3	VISTA+_monocytes	2	17	8.5	8.5	Monocytes	Monocytes
NIC07	CMS2	VISTA+_monocytes	3	112	32	37.3333333333333	Monocytes	Monocytes
S52	CMS1	VISTA+_monocytes	3	25	7	8.33333333333333	Monocytes	Monocytes
NIC12	CMS1	VISTA+_monocytes	3	31	4	10.3333333333333	Monocytes	Monocytes
NIC13	CMS1	VISTA+_monocytes	3	177	37	59	Monocytes	Monocytes
NIC15	CMS4	VISTA+_monocytes	3	67	23	22.3333333333333	Monocytes	Monocytes
NIC16	CMS2	VISTA+_monocytes	3	6	2	2	Monocytes	Monocytes
NIC17	CMS2	VISTA+_monocytes	3	24	7	8	Monocytes	Monocytes
NIC18	CMS3	VISTA+_monocytes	3	93	27	31	Monocytes	Monocytes
NIC19	CMS3	VISTA+_monocytes	2	26	13	13	Monocytes	Monocytes
NIC20	CMS2	VISTA+_monocytes	2	25	12.5	12.5	Monocytes	Monocytes
NIC21	CMS2	VISTA+_monocytes	1	122	122	122	Monocytes	Monocytes
NIC22	CMS2	VISTA+_monocytes	3	11	2	3.66666666666667	Monocytes	Monocytes
NIC23	CMS3	VISTA+_monocytes	3	22	1	7.33333333333333	Monocytes	Monocytes
NIC24	CMS4	VISTA+_monocytes	3	27	9	9	Monocytes	Monocytes
NIC25	CMS4	VISTA+_monocytes	3	42	14	14	Monocytes	Monocytes
NIC27	CMS2	VISTA+_monocytes	3	39	5	13	Monocytes	Monocytes
NIC29	CMS4	VISTA+_monocytes	3	54	18	18	Monocytes	Monocytes
