"","values","samples","models","cols"
"270",-0.142094273433435,"NIC29","MOMF","uncorrected_woProl_gdwoOthers"
"271",-0.127945091460377,"NIC3","MOMF","uncorrected_woProl_gdwoOthers"
"272",0.0514393721846468,"NIC4","MOMF","uncorrected_woProl_gdwoOthers"
"273",0.0286153161639684,"NIC5","MOMF","uncorrected_woProl_gdwoOthers"
"274",0.0137894550280475,"NIC6","MOMF","uncorrected_woProl_gdwoOthers"
"275",0.00654836334062336,"NIC7","MOMF","uncorrected_woProl_gdwoOthers"
"276",-0.171076734354732,"S52","MOMF","uncorrected_woProl_gdwoOthers"
"277",0.37590773171209,"NIC12nova","MuSiC_wGrouping","uncorrected_woProl_gd"
"278",0.377103434151844,"NIC12","MuSiC_wGrouping","uncorrected_woProl_gd"
"279",0.157193531773059,"NIC13","MuSiC_wGrouping","uncorrected_woProl_gd"
"280",0.647558540404249,"NIC15","MuSiC_wGrouping","uncorrected_woProl_gd"
"281",0.338162199491657,"NIC16","MuSiC_wGrouping","uncorrected_woProl_gd"
"282",0.362497567626882,"NIC17","MuSiC_wGrouping","uncorrected_woProl_gd"
"283",0.483894132705599,"NIC18","MuSiC_wGrouping","uncorrected_woProl_gd"
"284",0.376659599447377,"NIC19","MuSiC_wGrouping","uncorrected_woProl_gd"
"285",0.322162168406413,"NIC20","MuSiC_wGrouping","uncorrected_woProl_gd"
"286",0.726655136514495,"NIC21","MuSiC_wGrouping","uncorrected_woProl_gd"
"287",0.159699707119615,"NIC22nova","MuSiC_wGrouping","uncorrected_woProl_gd"
"288",0.209230053331373,"NIC22","MuSiC_wGrouping","uncorrected_woProl_gd"
"289",0.545709505746513,"NIC23","MuSiC_wGrouping","uncorrected_woProl_gd"
"290",0.330635433179144,"NIC24","MuSiC_wGrouping","uncorrected_woProl_gd"
"291",0.627678658173857,"NIC25","MuSiC_wGrouping","uncorrected_woProl_gd"
"292",0.639412257459621,"NIC27","MuSiC_wGrouping","uncorrected_woProl_gd"
"293",0.400341604340009,"NIC29","MuSiC_wGrouping","uncorrected_woProl_gd"
